probability,day_of_week,hour,days_to_deliver,delivery_distance
HIGH,3,10,2,187.4847894
LOW,3,10,5,694.4357335
MEDIUM,3,10,4,371.3346148
MEDIUM,3,10,3,257.9028135
MEDIUM,3,10,4,370.7820247
LOW,3,10,6,859.065834
LOW,3,10,6,352.4016127
MEDIUM,3,10,2,221.7657905
HIGH,3,10,2,179.6298151
LOW,3,10,6,609.8508646
LOW,3,10,6,773.5220514
LOW,3,10,5,592.4748169
LOW,3,10,5,534.6478409
HIGH,3,10,2,162.7711675
HIGH,3,10,2,264.557669
MEDIUM,3,10,3,287.6140403
MEDIUM,3,10,4,426.5754853
MEDIUM,3,10,3,311.9539895
MEDIUM,3,10,4,365.0348774
LOW,3,10,6,530.4828142
HIGH,3,10,5,591.3073278
MEDIUM,3,10,3,301.5677928
HIGH,3,10,2,246.0818588
LOW,3,10,5,442.4604738
LOW,3,10,5,526.1285856
HIGH,3,10,2,235.7885489
MEDIUM,3,10,3,365.7267006
LOW,3,10,5,426.2812705
HIGH,3,10,2,197.4562677
MEDIUM,2,22,3,299.4205674
LOW,2,22,5,503.182808
LOW,2,22,4,387.8750969
LOW,2,22,6,732.1868147
MEDIUM,2,22,2,277.465258
LOW,2,22,6,548.6243289
LOW,2,22,4,456.0702736
MEDIUM,2,22,3,214.4411461
MEDIUM,3,13,3,304.4761663
LOW,3,13,6,481.9502693
LOW,3,13,6,664.6967647
LOW,3,13,5,648.6256635
MEDIUM,3,13,4,478.4566341
MEDIUM,3,13,3,384.7633613
HIGH,3,13,2,193.1013991
LOW,3,13,5,698.5914416
HIGH,3,13,2,197.9861366
MEDIUM,3,13,4,156.9571726
MEDIUM,3,13,3,319.1527765
MEDIUM,3,13,3,351.3508353
LOW,3,13,5,457.5905563
MEDIUM,3,13,3,303.625933
HIGH,3,13,2,206.8255213
MEDIUM,3,13,4,407.5711296
LOW,3,13,6,565.5267792
MEDIUM,2,15,3,414.1166155
MEDIUM,2,15,4,484.3637485
LOW,2,15,5,571.2838017
LOW,2,15,5,642.2459887
MEDIUM,2,15,3,260.7739214
LOW,2,15,5,483.3969241
LOW,2,15,5,301.7248649
MEDIUM,2,15,3,231.6153182
MEDIUM,2,15,4,478.0761398
LOW,2,15,6,691.2712316
MEDIUM,2,15,4,433.2454227
HIGH,2,15,3,315.0145177
MEDIUM,2,15,4,399.7839756
MEDIUM,2,15,4,194.2774475
HIGH,2,15,2,181.4257427
LOW,2,15,5,360.0271554
LOW,2,15,5,402.0203251
HIGH,2,15,2,162.1029841
MEDIUM,2,15,6,758.9095752
MEDIUM,2,15,3,361.7757515
HIGH,2,15,2,181.5034976
LOW,2,15,5,532.6725426
MEDIUM,2,15,3,326.842593
LOW,2,15,5,378.6868167
MEDIUM,2,15,3,380.8929557
MEDIUM,2,15,3,433.4800993
MEDIUM,2,15,3,229.706338
HIGH,3,14,2,207.2650264
LOW,3,14,6,561.0126151
MEDIUM,2,23,2,222.9412258
LOW,2,23,4,391.6710521
LOW,2,23,6,547.237285
LOW,2,23,5,562.485487
MEDIUM,2,23,3,288.4544755
MEDIUM,2,23,2,178.5331633
MEDIUM,2,23,2,265.4468311
MEDIUM,2,23,3,283.8939189
LOW,2,23,6,696.8648696
LOW,2,23,6,492.1081568
HIGH,2,23,5,719.4158779
MEDIUM,2,23,2,196.3549934
LOW,2,23,4,396.3904563
LOW,2,23,4,428.7772915
MEDIUM,2,23,2,205.4158018
LOW,2,23,5,471.6346943
LOW,2,23,4,329.3578431
MEDIUM,2,23,2,167.563368
MEDIUM,2,23,3,291.8552555
MEDIUM,2,23,2,131.4375848
LOW,2,23,5,428.2970375
LOW,2,23,5,513.8905867
MEDIUM,2,23,2,159.6320427
MEDIUM,2,23,2,160.1968031
LOW,2,23,5,470.2922012
LOW,2,23,6,633.7982658
MEDIUM,2,23,2,243.1011228
MEDIUM,2,23,4,519.5282002
LOW,2,23,5,538.0874842
LOW,2,23,4,300.0411953
LOW,2,23,4,334.3298837
MEDIUM,2,23,2,188.6492063
MEDIUM,2,23,3,303.5946707
LOW,2,23,5,481.589886
LOW,2,23,5,572.2709679
MEDIUM,3,21,2,181.6587191
HIGH,3,21,3,319.8012561
MEDIUM,3,21,2,216.0902476
LOW,3,21,5,407.8341999
MEDIUM,3,21,3,322.9368491
MEDIUM,3,21,3,301.2638731
LOW,3,21,4,348.0645262
LOW,3,21,5,501.4011567
MEDIUM,3,3,3,361.5638076
MEDIUM,3,3,3,363.6942089
LOW,3,3,4,410.1341772
MEDIUM,3,3,2,204.0796295
LOW,3,3,6,417.6401585
MEDIUM,3,3,3,432.5329792
LOW,3,3,5,520.8224763
LOW,3,3,5,461.7803213
LOW,3,3,6,728.9717071
MEDIUM,3,3,3,320.0804757
LOW,3,3,5,475.5231019
MEDIUM,3,3,3,261.8711709
MEDIUM,3,3,2,296.1511182
LOW,3,3,6,656.3876092
MEDIUM,3,3,3,289.0268682
LOW,3,3,6,774.6240199
MEDIUM,3,3,4,542.3349201
LOW,3,10,5,391.7756384
LOW,3,10,5,801.9112689
MEDIUM,3,10,4,413.5315061
MEDIUM,3,10,4,322.6727494
MEDIUM,3,10,4,467.1814615
HIGH,3,10,2,197.984802
MEDIUM,3,10,4,441.5460587
LOW,3,10,5,424.3936469
LOW,3,10,5,580.5463271
MEDIUM,3,10,4,467.9678995
LOW,3,10,5,518.7652875
MEDIUM,3,10,4,310.0371304
LOW,3,10,6,672.1415945
HIGH,3,10,3,334.1848198
LOW,3,10,6,602.4629486
MEDIUM,3,10,4,325.7128405
HIGH,3,10,2,181.4050318
MEDIUM,3,10,3,280.2984721
MEDIUM,3,10,3,232.6345366
MEDIUM,3,10,4,355.0399167
LOW,3,10,6,515.7656973
HIGH,3,10,4,443.6071818
LOW,3,10,6,673.6360776
MEDIUM,3,10,3,430.9213391
LOW,3,10,6,475.9063458
LOW,3,10,5,430.2738306
MEDIUM,3,10,3,363.0968032
LOW,3,10,6,719.4017246
MEDIUM,3,10,4,352.5372134
MEDIUM,3,10,4,280.705124
HIGH,3,10,6,782.2382504
LOW,3,10,6,874.8964277
LOW,3,10,6,525.347335
MEDIUM,3,10,4,258.5809906
MEDIUM,3,13,4,583.3273703
HIGH,3,13,5,474.5289918
HIGH,3,13,2,237.7129444
HIGH,3,13,2,213.1468365
LOW,3,13,5,547.1445509
LOW,3,2,6,489.0865004
LOW,3,2,4,324.7585292
MEDIUM,3,2,2,241.6217604
MEDIUM,3,2,6,682.4043066
MEDIUM,3,2,2,189.0910063
LOW,3,2,5,509.5217092
MEDIUM,3,2,3,264.2835437
LOW,3,2,4,475.7901793
MEDIUM,3,2,2,148.1861652
MEDIUM,3,2,2,268.8779582
MEDIUM,3,2,3,321.0261246
MEDIUM,3,2,4,471.6549152
MEDIUM,3,2,3,284.5127368
LOW,3,2,4,341.3034726
LOW,3,2,4,350.5764655
MEDIUM,3,2,3,199.2717731
LOW,3,2,5,565.0576444
MEDIUM,3,2,3,338.1755176
MEDIUM,3,2,3,302.6530724
LOW,3,2,5,513.1223158
MEDIUM,3,2,3,288.5004363
MEDIUM,3,2,2,237.656842
LOW,3,2,5,503.14837
LOW,3,2,6,638.9435908
MEDIUM,3,2,2,128.4917489
MEDIUM,3,2,2,179.6671114
LOW,3,2,5,414.2093244
LOW,3,2,5,378.5935652
HIGH,3,2,4,333.9656832
MEDIUM,3,2,3,339.9104325
MEDIUM,3,2,2,196.4639148
LOW,3,2,6,799.3204058
MEDIUM,3,6,5,511.6705889
LOW,3,6,6,478.6050879
LOW,3,6,6,800.7250077
MEDIUM,3,6,4,477.1317959
LOW,3,6,5,672.1132417
HIGH,3,6,6,600.8339519
LOW,3,6,6,349.2301353
MEDIUM,3,6,3,359.3643946
LOW,3,6,5,378.4591483
MEDIUM,3,6,2,226.8289674
LOW,3,6,5,343.7728631
LOW,3,6,5,376.208462
MEDIUM,3,6,3,352.8016189
LOW,3,6,5,423.762302
LOW,3,6,5,594.3245225
MEDIUM,3,6,4,450.7670805
LOW,3,6,6,997.3762548
LOW,3,6,6,538.4380137
LOW,3,6,5,561.23403
MEDIUM,3,6,4,367.850473
MEDIUM,3,6,3,381.6740355
LOW,3,6,6,629.3729243
MEDIUM,3,6,2,149.9178091
MEDIUM,3,6,2,229.1691751
LOW,3,6,6,723.4483396
MEDIUM,3,6,3,308.3158802
LOW,3,6,6,542.9507332
MEDIUM,3,6,2,227.7567467
MEDIUM,3,17,3,258.6840227
HIGH,3,17,2,217.830929
LOW,3,17,6,572.7954357
MEDIUM,3,17,3,273.6562204
MEDIUM,3,17,3,299.3285402
MEDIUM,3,17,3,338.4939325
MEDIUM,3,17,4,414.5748374
MEDIUM,3,17,5,551.4221775
MEDIUM,3,17,3,273.5235612
MEDIUM,3,17,3,329.3039851
LOW,3,17,5,473.9849588
LOW,3,17,5,726.2316424
MEDIUM,3,17,4,514.2056287
LOW,3,17,6,727.9479
HIGH,3,17,6,821.2899948
MEDIUM,3,17,4,353.1034336
LOW,3,17,5,552.5456847
LOW,3,17,5,605.7697804
LOW,3,17,6,754.980172
MEDIUM,3,17,3,253.0369006
LOW,3,17,5,532.2276052
LOW,3,17,5,562.3272436
HIGH,3,17,2,224.9976976
MEDIUM,3,17,4,367.9205145
MEDIUM,3,17,3,282.3052374
LOW,3,17,6,587.8664652
MEDIUM,3,17,3,319.8100988
LOW,3,17,6,691.8310039
HIGH,3,17,2,257.3787084
LOW,3,17,6,855.6792148
HIGH,3,17,6,756.760522
MEDIUM,3,10,4,367.4900066
LOW,2,15,5,556.1199042
MEDIUM,2,15,4,407.130518
HIGH,2,15,2,250.5331919
LOW,2,15,6,611.8076322
HIGH,2,15,2,310.6445828
LOW,2,15,6,690.1882089
LOW,2,15,6,766.5762591
MEDIUM,2,15,3,243.5189104
MEDIUM,2,15,4,417.5071094
MEDIUM,2,15,4,293.5574706
MEDIUM,2,15,4,488.7752687
MEDIUM,2,15,4,264.6010797
HIGH,2,15,2,168.9159305
LOW,2,15,6,598.2071064
MEDIUM,2,15,4,372.1939753
LOW,2,15,5,540.8466999
MEDIUM,2,15,3,221.4885815
LOW,2,15,5,414.3159199
MEDIUM,2,15,4,431.1375093
HIGH,2,15,5,493.4224262
MEDIUM,2,15,4,260.1632576
LOW,2,15,5,437.7570932
HIGH,2,15,2,205.7800169
LOW,2,15,6,813.9931136
HIGH,2,15,2,182.0018022
MEDIUM,2,15,3,337.1537886
MEDIUM,2,15,3,342.2374299
LOW,2,15,5,384.3759486
HIGH,2,15,2,171.0942533
LOW,2,15,6,616.7525321
MEDIUM,2,15,4,483.561814
LOW,2,15,6,680.8642753
LOW,2,15,6,796.1187777
LOW,2,15,5,448.3657686
LOW,3,6,6,634.4641434
MEDIUM,3,6,4,373.7054673
HIGH,3,6,4,393.9168269
MEDIUM,3,6,2,281.3886083
LOW,3,3,5,613.1043076
LOW,3,3,4,573.5401815
MEDIUM,3,3,2,218.8203936
MEDIUM,3,3,3,370.6437707
MEDIUM,3,3,3,394.02195
LOW,3,3,4,218.4690301
MEDIUM,3,3,2,187.0447293
MEDIUM,3,3,6,438.6266751
LOW,3,3,6,691.7473792
HIGH,3,3,5,525.4322623
LOW,3,3,6,784.0574354
MEDIUM,3,3,2,225.7462186
LOW,3,3,6,682.8163152
HIGH,3,3,6,496.2753339
LOW,3,3,5,286.1364298
LOW,3,3,6,326.9404488
LOW,3,3,5,438.509637
LOW,3,3,4,392.2987237
LOW,3,3,4,295.9840501
MEDIUM,3,3,3,363.5144566
MEDIUM,3,3,2,152.6426635
HIGH,3,3,3,300.9321652
MEDIUM,3,3,2,285.7856926
MEDIUM,3,3,2,279.5568668
MEDIUM,3,14,4,375.1284623
MEDIUM,3,14,4,343.9389624
MEDIUM,3,14,3,325.8291374
MEDIUM,3,14,3,389.9635094
LOW,3,14,5,708.5200002
LOW,3,14,5,486.7629987
MEDIUM,3,14,5,366.1291154
LOW,3,14,6,641.8931389
LOW,3,14,6,534.3863739
LOW,3,14,6,539.045703
LOW,3,14,5,633.6717934
LOW,3,14,6,727.4039034
LOW,3,14,6,651.2800838
MEDIUM,3,14,4,407.883262
MEDIUM,3,14,3,280.6398328
HIGH,3,14,2,169.7179231
MEDIUM,3,14,3,281.212349
MEDIUM,3,14,3,371.9116594
LOW,3,14,5,331.8072239
LOW,3,14,5,517.9416488
MEDIUM,3,14,4,442.4417087
LOW,3,14,6,634.7252996
LOW,3,14,6,549.4894387
HIGH,3,14,2,199.0361004
MEDIUM,3,14,4,469.3063353
LOW,3,14,5,488.0079048
MEDIUM,3,14,4,355.1285812
HIGH,3,14,2,175.4894957
MEDIUM,3,14,4,420.0658732
LOW,3,14,6,626.8216359
MEDIUM,3,14,3,318.9483164
HIGH,3,14,2,190.0237181
LOW,3,14,6,528.2043562
LOW,2,15,5,424.4485967
MEDIUM,2,15,3,340.5772428
MEDIUM,2,15,3,324.4298236
MEDIUM,2,15,4,499.6620549
LOW,2,15,5,525.8585945
LOW,2,15,6,773.0799793
LOW,2,15,5,350.4744105
HIGH,2,15,2,177.5010896
LOW,3,21,6,841.7102573
HIGH,3,21,4,379.2948787
LOW,3,21,4,359.3563607
LOW,3,21,4,401.6879485
LOW,3,21,5,541.8102633
LOW,3,21,5,506.1810344
LOW,3,21,4,421.2927332
LOW,3,21,6,353.5724824
MEDIUM,3,21,3,323.4805438
MEDIUM,3,21,2,208.537844
MEDIUM,3,21,2,249.7191534
LOW,3,21,5,457.3835864
LOW,3,21,6,594.2329281
MEDIUM,3,21,2,243.8697283
MEDIUM,3,21,3,355.1161326
MEDIUM,3,21,3,319.8650623
MEDIUM,3,21,3,393.5064771
LOW,3,21,6,846.9253056
LOW,3,21,4,464.8079776
LOW,3,21,4,411.5539415
LOW,3,21,5,586.4852163
MEDIUM,3,21,4,579.4735464
MEDIUM,3,21,3,414.0281407
LOW,3,21,5,550.6361932
LOW,3,21,4,319.5525169
LOW,3,21,4,413.7388201
MEDIUM,3,21,3,220.8377389
LOW,3,21,6,620.6370473
HIGH,3,21,5,631.946147
LOW,3,21,6,450.6222666
MEDIUM,3,21,3,220.4361647
MEDIUM,3,21,2,175.2771485
MEDIUM,3,21,3,361.8961122
LOW,3,21,6,415.2175182
LOW,3,21,4,425.4696633
LOW,3,21,5,503.0841235
LOW,3,21,4,402.406637
LOW,3,21,6,461.3115346
MEDIUM,3,6,4,393.3272673
MEDIUM,3,6,3,205.1005345
LOW,3,21,5,213.8951538
LOW,3,21,4,336.7314245
HIGH,3,21,2,261.4869488
MEDIUM,3,21,5,556.0835216
MEDIUM,3,21,2,184.5350772
LOW,3,21,5,529.1563682
LOW,3,21,6,539.5242065
LOW,3,21,4,432.2561195
LOW,3,21,4,435.3634642
LOW,3,21,5,688.8538257
LOW,3,21,4,475.6434716
LOW,3,21,6,773.5994883
MEDIUM,3,21,3,288.5153769
HIGH,3,21,4,390.4706059
MEDIUM,3,21,2,185.7446131
MEDIUM,3,21,2,303.130601
LOW,3,21,6,697.2598179
LOW,3,21,5,510.8779252
LOW,3,21,6,461.0134966
LOW,3,21,6,629.2211817
LOW,3,21,4,249.8114117
MEDIUM,3,21,3,319.4463289
MEDIUM,3,21,3,278.7453642
LOW,3,21,6,620.6137974
LOW,3,21,4,500.6436058
MEDIUM,3,17,4,295.06014
MEDIUM,3,17,4,246.0781498
MEDIUM,3,17,3,259.6151278
MEDIUM,3,17,3,353.9713084
MEDIUM,3,17,3,300.1132807
LOW,3,17,6,582.976427
MEDIUM,3,17,3,317.9040602
LOW,3,17,5,551.0964225
MEDIUM,3,17,4,438.2680255
MEDIUM,3,17,3,333.2274716
MEDIUM,3,17,4,310.6637151
HIGH,3,17,2,226.6716764
MEDIUM,3,17,4,185.4545538
MEDIUM,3,17,4,389.3843806
LOW,3,17,5,523.5229496
MEDIUM,3,17,3,358.5474592
LOW,3,17,5,623.522599
MEDIUM,3,17,3,162.5496878
MEDIUM,3,17,3,375.5243935
HIGH,3,17,2,217.0926742
MEDIUM,3,17,3,398.1698831
MEDIUM,3,17,3,299.368588
HIGH,3,17,2,146.9743361
LOW,3,17,5,382.8555983
LOW,3,17,5,394.1393307
MEDIUM,3,17,4,366.1071136
LOW,3,17,5,505.4825142
LOW,2,22,4,437.0903653
MEDIUM,2,22,2,249.5430108
LOW,2,22,4,535.093826
LOW,2,22,5,441.8935361
LOW,2,22,5,440.1005299
MEDIUM,2,22,3,314.6976215
MEDIUM,2,22,3,233.2438534
LOW,2,22,6,652.9086816
LOW,2,22,6,483.9081198
HIGH,2,22,3,293.0126367
LOW,2,22,4,492.297398
LOW,2,22,4,363.2543403
LOW,2,22,5,355.6649406
MEDIUM,2,22,2,258.3654907
MEDIUM,2,22,3,314.5114521
LOW,2,22,6,625.0355562
MEDIUM,2,22,2,217.1116542
MEDIUM,2,22,3,244.1522886
MEDIUM,2,22,3,228.0902813
LOW,2,22,4,556.841357
HIGH,2,22,6,687.2722347
HIGH,2,22,4,445.2158643
LOW,2,22,6,777.4752892
MEDIUM,2,22,2,204.2474779
HIGH,2,22,6,820.6527058
LOW,2,22,5,576.9863922
MEDIUM,2,22,2,194.3156705
MEDIUM,2,15,4,430.3080256
MEDIUM,2,15,3,425.0529354
MEDIUM,3,10,3,252.0457445
LOW,3,10,6,400.3391681
MEDIUM,3,10,4,277.2856313
MEDIUM,3,10,4,337.4311575
HIGH,3,10,2,217.2189944
HIGH,3,10,2,108.2732967
LOW,3,10,5,419.5714184
HIGH,3,10,2,133.5306812
LOW,3,10,5,568.7020433
MEDIUM,3,10,4,455.3371359
LOW,3,10,5,514.8344907
LOW,3,10,5,500.3555806
LOW,3,10,6,465.7267524
HIGH,3,10,4,290.6553947
LOW,3,10,6,449.5412052
MEDIUM,3,10,4,447.1981507
HIGH,3,10,2,232.6631128
LOW,3,10,6,578.9490689
HIGH,3,10,2,178.3416345
MEDIUM,3,10,4,405.6937232
HIGH,3,10,2,172.6758117
MEDIUM,3,10,3,302.7260817
LOW,3,10,5,681.0157173
MEDIUM,3,10,4,471.4753537
LOW,3,10,6,621.2078207
MEDIUM,3,10,4,299.7759784
MEDIUM,3,10,3,279.6906905
MEDIUM,3,10,4,325.6055572
HIGH,3,10,6,655.9385895
LOW,3,10,5,455.9158385
LOW,3,10,5,662.6826441
HIGH,3,10,2,278.992841
MEDIUM,3,10,3,222.2603255
MEDIUM,3,10,4,366.682047
HIGH,3,10,2,184.8488277
HIGH,3,13,5,741.9770653
LOW,3,13,5,519.9619713
LOW,3,13,6,251.9693904
MEDIUM,3,13,4,298.8729393
LOW,3,13,5,455.0104397
HIGH,3,13,2,244.4528264
MEDIUM,3,13,3,280.9074657
LOW,3,13,6,453.8999986
MEDIUM,3,13,3,292.2813833
HIGH,3,13,5,689.1408845
MEDIUM,3,13,4,428.8034173
LOW,3,13,6,705.9723365
LOW,3,13,6,513.5941357
MEDIUM,3,13,4,342.9861773
LOW,3,13,6,746.2405347
MEDIUM,3,13,3,219.7894911
MEDIUM,3,13,3,413.8557597
MEDIUM,3,13,4,468.2672448
MEDIUM,3,13,3,203.9515232
LOW,3,13,6,608.7035136
MEDIUM,3,13,4,457.042073
HIGH,3,13,2,178.9689631
LOW,3,13,5,525.5906404
LOW,3,13,6,733.491285
HIGH,3,13,3,292.2066211
MEDIUM,3,13,4,401.9304601
MEDIUM,3,13,4,370.684585
MEDIUM,3,13,6,456.4601023
LOW,2,15,5,526.0908105
MEDIUM,2,15,3,264.627029
HIGH,2,15,2,192.2012355
MEDIUM,2,15,3,282.5129307
LOW,2,15,5,534.4647101
HIGH,2,15,2,200.5913197
MEDIUM,2,15,3,223.3571113
HIGH,2,15,5,335.9215595
LOW,2,15,5,455.5962282
MEDIUM,2,15,3,358.993051
LOW,2,15,6,541.3282235
LOW,2,15,5,593.8480751
MEDIUM,2,15,3,312.8056044
HIGH,2,15,2,291.2501442
HIGH,2,15,2,284.1711628
MEDIUM,2,15,4,515.3883219
MEDIUM,2,15,3,449.1759061
HIGH,2,15,2,196.7578036
MEDIUM,2,15,3,364.0788053
HIGH,2,15,5,404.0636622
MEDIUM,2,15,3,346.4074375
HIGH,2,15,2,170.2341301
HIGH,2,15,6,499.2006828
HIGH,2,15,2,121.7517734
HIGH,2,15,2,198.1330126
MEDIUM,2,15,4,450.8965281
HIGH,2,15,2,190.7554726
MEDIUM,2,15,5,386.7219541
HIGH,2,15,2,207.0918371
LOW,2,15,6,487.4167986
LOW,2,15,5,393.9008595
MEDIUM,2,15,4,393.8181563
LOW,2,15,6,673.1223133
HIGH,2,15,2,240.9358777
LOW,2,15,6,835.9081645
LOW,2,15,6,617.4643371
HIGH,2,15,2,247.1868079
HIGH,2,15,2,247.5683018
LOW,2,15,5,570.2914759
MEDIUM,2,15,4,267.5901483
HIGH,2,15,2,240.8043443
LOW,2,15,5,520.7982289
MEDIUM,2,15,3,337.2622265
HIGH,2,15,6,610.9007871
LOW,2,15,5,568.9314012
MEDIUM,2,15,2,180.7193209
HIGH,2,15,2,213.9410682
MEDIUM,2,15,4,500.6505264
LOW,2,15,6,368.4550764
LOW,2,15,5,602.860709
LOW,2,15,5,372.5693326
MEDIUM,2,15,3,276.9006841
HIGH,2,15,5,577.1106749
HIGH,2,15,2,275.4693723
LOW,2,15,5,413.9213811
MEDIUM,2,15,4,365.3249275
HIGH,2,15,2,226.3811705
LOW,2,15,6,652.0825128
LOW,2,15,5,700.1899325
LOW,2,15,5,519.5527537
MEDIUM,2,15,3,196.1502305
MEDIUM,2,15,2,163.2175402
MEDIUM,2,15,4,384.2232692
LOW,2,15,5,532.7588973
HIGH,3,14,2,160.8702135
MEDIUM,3,14,3,393.7356937
LOW,3,14,5,535.0428434
MEDIUM,3,14,3,191.7373441
MEDIUM,3,14,3,221.8638684
MEDIUM,3,14,4,303.7609631
MEDIUM,3,14,3,265.444993
LOW,3,14,6,594.2285263
MEDIUM,3,14,3,333.2042559
MEDIUM,3,14,3,408.6344381
MEDIUM,3,14,4,419.0477617
LOW,3,14,6,619.4005449
HIGH,3,14,2,165.8224008
LOW,3,14,5,429.913224
LOW,3,14,6,543.3031959
HIGH,3,14,2,234.4104406
LOW,3,14,6,527.5774021
HIGH,3,14,2,146.8634121
LOW,3,14,6,511.7284218
MEDIUM,3,14,4,400.8599539
HIGH,3,14,2,188.3209301
HIGH,3,14,2,180.4892275
MEDIUM,3,14,3,233.0349151
MEDIUM,3,14,4,405.0713399
MEDIUM,3,14,4,374.8346735
MEDIUM,3,14,3,396.434657
HIGH,3,14,4,398.622984
LOW,3,14,5,389.983377
MEDIUM,3,14,3,452.5737511
HIGH,3,14,2,154.6712939
LOW,3,14,6,657.7669102
LOW,3,21,4,349.0419749
HIGH,3,17,2,178.1803317
HIGH,3,17,2,282.0363716
MEDIUM,3,17,4,257.4483789
HIGH,3,17,5,406.1611958
LOW,3,17,5,570.2477729
MEDIUM,3,17,2,216.4716052
MEDIUM,3,17,3,266.0079141
LOW,3,17,6,606.5279262
HIGH,3,17,5,511.0134359
MEDIUM,3,17,3,216.5836658
MEDIUM,2,15,4,447.1580129
MEDIUM,2,15,3,438.7560728
MEDIUM,2,15,3,173.0358497
LOW,2,15,6,560.6590557
MEDIUM,2,15,4,463.8016349
MEDIUM,2,15,3,366.8464943
HIGH,2,15,2,213.9004971
MEDIUM,2,15,5,552.7223816
HIGH,2,15,2,253.6134789
MEDIUM,2,15,3,391.2602257
HIGH,2,15,2,264.3316187
MEDIUM,2,15,3,347.5864386
MEDIUM,2,15,3,405.2955483
LOW,2,15,5,517.8320456
MEDIUM,2,15,4,351.9640728
MEDIUM,2,15,3,288.4124034
LOW,2,15,5,476.0195964
LOW,2,15,6,559.3356481
MEDIUM,2,15,3,314.3136329
MEDIUM,2,15,4,332.4302074
HIGH,2,15,2,219.4537548
HIGH,2,15,2,206.5781388
MEDIUM,2,15,3,251.8609965
MEDIUM,2,15,4,507.4143624
HIGH,2,15,2,191.9195458
MEDIUM,2,15,5,442.5579169
HIGH,2,15,2,173.3144658
MEDIUM,3,10,3,329.7770139
HIGH,3,10,6,511.3589752
LOW,2,22,4,259.1123758
LOW,2,22,5,547.8815664
LOW,2,22,6,572.4590579
LOW,2,22,6,706.4209013
LOW,2,22,6,492.9322097
LOW,2,22,5,514.2289975
LOW,2,22,5,360.0956499
LOW,2,22,6,508.6230683
HIGH,2,22,2,226.9432129
MEDIUM,2,22,3,334.7076057
MEDIUM,2,22,4,450.7749516
LOW,2,22,6,737.0450325
LOW,2,22,4,467.0098631
LOW,2,22,5,437.2336963
MEDIUM,2,22,2,224.9556042
LOW,2,22,4,204.0477137
MEDIUM,2,22,2,252.4603354
HIGH,2,22,2,154.119123
MEDIUM,2,22,3,245.195391
MEDIUM,2,22,2,240.6237231
MEDIUM,2,22,6,456.2845409
MEDIUM,2,22,2,223.2624907
HIGH,2,22,6,723.2114392
MEDIUM,2,22,3,268.7165174
MEDIUM,2,22,2,217.2976119
LOW,2,22,4,456.0361403
LOW,2,22,4,395.4428153
MEDIUM,2,22,2,160.4574598
HIGH,2,22,2,228.6327466
LOW,2,22,6,488.6751616
LOW,2,22,4,414.1417227
MEDIUM,2,22,3,362.873694
LOW,2,22,6,628.7875894
HIGH,2,22,5,439.3559259
MEDIUM,3,2,3,391.8282473
LOW,3,2,5,678.8775706
LOW,3,2,5,637.8767685
MEDIUM,3,2,2,252.5629059
MEDIUM,3,2,2,291.641122
LOW,3,2,6,753.20927
MEDIUM,3,2,3,470.4932032
LOW,3,2,4,557.516328
MEDIUM,3,2,2,195.38316
MEDIUM,3,2,3,260.5141772
MEDIUM,3,2,2,203.2011112
LOW,3,2,6,793.1386677
MEDIUM,3,2,2,274.434462
LOW,3,2,6,733.8626734
LOW,3,2,6,737.1199408
MEDIUM,3,2,2,296.4188751
MEDIUM,3,2,2,175.0189663
LOW,3,2,4,421.4900864
LOW,3,2,5,640.6303156
LOW,3,2,6,534.8419294
MEDIUM,3,2,2,214.4706223
LOW,3,2,4,382.9682996
LOW,3,2,5,691.9629765
MEDIUM,3,21,3,265.5718489
MEDIUM,3,21,2,186.1432834
MEDIUM,3,21,6,680.3505071
MEDIUM,3,21,2,247.7107143
MEDIUM,3,21,3,343.6734136
MEDIUM,3,21,2,197.704989
HIGH,3,21,5,377.8173608
LOW,3,21,5,511.9660766
LOW,3,21,5,533.2487916
HIGH,3,21,5,461.4547552
LOW,3,21,5,398.8127584
LOW,3,21,6,496.7480439
MEDIUM,3,21,2,230.8855085
LOW,3,21,5,504.6249951
LOW,3,21,6,629.9590044
MEDIUM,3,21,3,243.8751045
LOW,3,21,5,398.0160222
LOW,3,21,5,535.9325833
LOW,3,21,5,512.6053517
LOW,3,21,4,459.3054199
LOW,3,21,4,476.146555
MEDIUM,3,21,2,232.4890334
MEDIUM,3,21,2,196.9331317
LOW,3,6,6,394.6369419
HIGH,3,10,2,201.5771464
MEDIUM,3,10,6,611.0765861
MEDIUM,3,10,4,455.7246346
HIGH,3,10,6,619.7310012
HIGH,3,10,3,197.1899944
MEDIUM,3,10,3,350.8125389
LOW,3,10,6,658.3388616
MEDIUM,3,10,3,339.6210388
MEDIUM,3,10,4,357.7766774
MEDIUM,3,10,5,497.7248671
LOW,3,10,6,615.4436082
LOW,3,10,6,547.5371105
HIGH,3,10,2,239.7070856
MEDIUM,3,10,4,395.1621442
HIGH,3,10,2,187.4826714
MEDIUM,3,10,4,577.60168
HIGH,3,10,2,304.6738502
MEDIUM,3,10,3,317.2920108
MEDIUM,3,10,3,316.5688856
LOW,3,10,5,502.7302842
HIGH,3,10,2,153.9221295
HIGH,3,10,2,160.8853463
MEDIUM,3,10,4,402.4170058
LOW,3,10,6,666.159591
LOW,3,10,6,730.8357473
HIGH,3,10,2,205.6755587
MEDIUM,3,10,3,316.9017067
